sale_item_id,sale_id,product_id,quantity,unit_price,discount_amount
369,93,13,2,4.43,0.0
370,93,14,2,12.02,1.2
371,93,146,2,10.38,0.0
372,93,27,2,24.04,0.0
373,94,33,1,5.52,0.0
374,94,67,1,2.94,0.29
375,94,14,3,12.02,0.0
376,94,22,1,16.56,0.0
377,94,28,1,16.85,0.0
378,95,176,1,3.93,0.39
379,95,21,3,3.76,0.0
380,96,24,2,6.46,0.0
381,96,8,3,23.8,0.0
382,96,88,2,19.81,0.0
383,96,30,3,4.36,0.0
384,97,67,2,2.94,0.0
385,97,7,3,5.95,0.0
386,97,8,3,23.8,0.0
387,97,16,2,3.81,0.0
388,97,19,2,7.1,0.0
389,98,4,3,8.66,0.0
390,98,40,1,15.33,0.0
391,98,9,1,12.58,0.0
392,98,142,1,16.37,0.0
393,98,28,2,16.85,0.0
394,99,24,3,6.46,0.0
395,99,211,3,19.85,0.0
396,99,230,1,14.04,0.0
397,99,7,1,5.95,0.0
398,100,20,3,19.92,0.0
399,100,22,4,16.56,0.0
400,101,97,3,21.59,0.0
401,101,7,3,5.95,0.0
402,101,8,3,23.8,0.0
403,101,12,2,12.04,0.0
404,101,13,2,4.43,0.0
405,101,24,3,6.46,0.0
406,102,1,1,11.87,0.0
407,102,12,2,12.04,1.2
408,102,9,2,12.58,0.0
409,103,50,1,16.52,0.0
410,103,219,3,13.5,0.0
411,103,92,3,9.7,0.0
412,104,40,1,15.33,0.0
413,104,21,1,3.76,0.0
414,105,4,2,8.66,0.0
415,105,8,3,23.8,0.0
416,105,17,1,22.02,2.2
417,105,149,1,16.04,1.6
418,105,24,1,6.46,0.65
419,105,31,3,7.89,0.0
420,106,3,1,16.72,0.0
421,106,231,3,10.29,0.0
422,106,22,2,16.56,0.0
423,106,23,1,14.2,0.0
424,106,26,3,10.08,0.0
425,107,232,1,23.93,0.0
426,107,22,2,16.56,0.0
427,107,39,3,14.97,0.0
428,108,27,2,24.04,0.0
429,108,28,2,16.85,0.0
430,109,17,2,22.02,0.0
431,109,142,1,16.37,0.0
432,109,39,3,14.97,0.0
433,110,249,1,5.07,0.0
434,110,67,3,2.94,0.0
435,110,38,3,12.67,0.0
436,110,17,3,22.02,0.0
437,111,10,3,17.86,0.0
438,111,18,3,19.15,0.0
439,112,34,3,19.46,0.0
440,112,26,2,10.08,1.01
441,112,20,2,19.92,0.0
442,112,203,3,16.15,0.0
443,113,9,2,12.58,1.26
444,113,4,1,8.66,0.0
445,113,151,1,20.03,0.0
446,114,39,2,14.97,0.0
447,114,9,1,12.58,0.0
448,114,170,2,13.05,0.0
449,114,10,1,17.86,0.0
450,114,17,2,22.02,0.0
451,114,26,3,10.08,0.0
452,115,66,2,19.0,0.0
453,115,16,1,3.81,0.0
454,115,118,3,4.15,0.42
455,115,26,3,10.08,0.0
456,115,157,3,6.46,0.0
457,115,31,3,7.89,0.0
458,116,33,2,5.52,0.0
459,116,131,2,13.68,0.0
460,116,145,2,3.0,0.3
461,116,54,3,3.71,0.0
462,116,186,1,11.54,0.0
463,116,29,2,5.4,0.0
464,117,238,1,3.0,0.0
465,117,181,3,4.11,0.0
466,117,86,1,23.11,0.0
467,117,27,1,24.04,0.0
468,117,31,2,7.89,0.0
469,118,18,1,19.15,0.0
470,118,3,2,16.72,0.0
471,118,29,1,5.4,0.0
472,118,23,2,14.2,0.0
473,119,40,3,15.33,0.0
474,119,10,3,17.86,0.0
475,119,205,1,2.44,0.0
476,119,23,1,14.2,0.0
477,120,168,1,22.08,0.0
478,120,15,1,11.21,0.0
479,120,37,2,16.44,0.0
480,120,63,2,10.84,0.0
481,121,2,3,11.3,1.13
482,121,41,3,17.67,0.0
483,121,115,1,23.78,0.0
484,121,52,2,15.6,0.0
485,121,25,2,19.85,0.0
486,121,26,3,10.08,0.0
487,122,8,2,23.8,0.0
488,122,11,3,10.32,0.0
489,122,13,2,4.43,0.0
490,122,14,2,12.02,0.0
491,123,28,3,16.85,1.69
492,123,77,1,24.59,0.0
493,123,22,2,16.56,0.0
494,124,67,3,2.94,0.0
495,124,85,1,10.37,0.0
496,125,240,3,10.59,0.0
497,125,167,2,15.91,0.0
498,125,26,1,10.08,0.0
499,125,15,3,11.21,0.0
500,126,34,3,19.46,0.0
501,126,187,3,11.12,0.0
502,126,36,3,23.88,0.0
503,126,30,3,4.36,0.0
504,127,34,3,19.46,0.0
505,127,2,2,11.3,0.0
506,127,228,2,6.31,0.0
507,127,22,1,16.56,0.0
508,127,183,3,20.78,0.0
509,127,25,2,19.85,0.0
510,128,11,2,10.32,0.0
511,128,196,3,5.36,0.0
512,128,5,1,11.32,1.13
513,128,15,3,11.21,0.0
514,129,40,3,15.33,0.0
515,129,1,2,11.87,0.0
516,129,114,3,18.17,0.0
517,129,15,1,11.21,0.0
518,130,198,3,23.1,0.0
519,130,7,1,5.95,0.0
520,130,76,2,21.26,0.0
521,130,44,1,24.69,0.0
522,130,23,3,14.2,0.0
523,130,29,3,5.4,0.0
524,131,38,2,12.67,0.0
525,131,103,3,23.09,2.31
526,131,13,1,4.43,0.0
527,131,83,3,14.05,0.0
528,131,213,1,4.8,0.0
529,131,217,2,3.44,0.0
530,132,40,3,15.33,0.0
531,132,31,2,7.89,0.0
532,132,239,2,10.9,0.0
533,133,33,3,5.52,0.0
534,133,98,2,24.18,0.0
535,133,27,2,24.04,0.0
536,133,28,2,16.85,0.0
537,133,29,2,5.4,0.0
538,133,30,1,4.36,0.0
539,134,26,3,10.08,0.0
540,134,95,1,10.89,0.0
541,135,32,1,5.99,0.0
542,135,34,1,19.46,0.0
543,135,14,1,12.02,1.2
544,135,16,3,3.81,0.0
545,135,21,3,3.76,0.0
546,136,18,2,19.15,1.92
547,136,147,1,18.55,1.86
548,137,208,3,23.63,0.0
549,137,17,2,22.02,0.0
550,137,6,3,24.22,0.0
551,138,5,1,11.32,0.0
552,138,71,2,15.92,0.0
553,138,138,3,15.74,0.0
554,138,15,3,11.21,0.0
555,138,49,3,12.79,0.0
556,138,21,3,3.76,0.0
557,139,18,3,19.15,0.0
558,139,19,1,7.1,0.0
559,139,20,1,19.92,0.0
560,139,13,3,4.43,0.0
561,140,1,3,11.87,0.0
562,140,9,3,12.58,0.0
563,140,10,1,17.86,0.0
564,140,12,2,12.04,0.0
565,140,16,1,3.81,0.0
566,141,24,3,6.46,0.0
567,141,12,3,12.04,1.2
568,141,38,1,12.67,0.0
569,141,71,3,15.92,0.0
570,142,9,2,12.58,0.0
571,142,10,3,17.86,0.0
572,142,13,3,4.43,0.0
573,142,18,3,19.15,0.0
574,142,153,1,7.5,0.0
575,143,16,2,3.81,0.0
576,143,17,1,22.02,0.0
577,143,21,3,3.76,0.38
578,143,118,2,4.15,0.42
579,144,34,3,19.46,0.0
580,144,35,1,3.73,0.0
581,144,2,2,11.3,0.0
582,144,12,2,12.04,0.0
583,144,222,3,15.23,0.0
584,144,31,1,7.89,0.0
585,145,40,1,15.33,0.0
586,145,36,2,23.88,0.0
587,146,232,1,23.93,0.0
588,146,10,2,17.86,0.0
589,146,32,1,5.99,0.0
590,147,34,2,19.46,0.0
591,147,35,3,3.73,0.0
592,147,133,3,18.99,0.0
593,147,39,3,14.97,0.0
594,147,171,1,10.54,0.0
595,148,26,3,10.08,0.0
596,148,7,1,5.95,0.0
597,148,38,1,12.67,0.0
598,148,6,1,24.22,0.0
599,149,89,2,17.61,0.0
600,149,212,1,7.47,0.0
601,149,21,1,3.76,0.0
602,149,175,2,4.87,0.0
603,150,164,1,11.63,1.16
604,150,198,2,23.1,0.0
605,150,12,2,12.04,0.0
606,150,116,3,24.93,0.0
607,150,158,2,17.6,0.0
608,150,127,1,25.0,0.0
609,151,228,2,6.31,0.0
610,151,14,3,12.02,0.0
611,152,98,4,24.18,0.0
612,152,28,3,16.85,0.0
613,152,30,4,4.36,0.0
614,153,120,1,13.7,0.0
615,153,234,2,20.09,0.0
616,154,38,2,12.67,0.0
617,154,39,1,14.97,0.0
618,154,75,1,20.65,0.0
619,154,174,3,13.87,0.0
620,154,15,1,11.21,0.0
621,154,48,3,12.11,0.0
622,155,35,3,3.73,0.0
623,155,37,2,16.44,0.0
624,155,103,1,23.09,0.0
625,155,17,3,22.02,0.0
626,155,91,2,16.51,0.0
627,156,2,2,11.3,0.0
628,156,29,2,5.4,0.0
629,157,67,3,2.94,0.0
630,157,19,3,7.1,0.0
631,157,20,3,19.92,0.0
632,157,24,3,6.46,0.0
633,157,27,1,24.04,0.0
634,158,193,3,4.28,0.0
635,158,133,1,18.99,0.0
636,158,11,3,10.32,1.03
637,158,14,1,12.02,0.0
638,158,190,1,3.88,0.0
639,159,2,3,11.3,0.0
640,159,8,1,23.8,0.0
641,159,15,2,11.21,0.0
642,159,50,1,16.52,0.0
643,159,51,1,20.32,0.0
644,159,181,1,4.11,0.0
645,160,33,3,5.52,0.0
646,160,2,2,11.3,0.0
647,160,70,3,6.33,0.0
648,160,40,1,15.33,0.0
649,160,140,3,6.16,0.0
650,160,250,2,10.1,0.0
651,161,2,2,11.3,0.0
652,161,34,1,19.46,0.0
653,161,3,1,16.72,0.0
654,161,37,2,16.44,0.0
655,161,102,3,17.26,0.0
656,161,28,3,16.85,0.0
657,162,25,3,19.85,0.0
658,162,243,2,3.55,0.0
659,163,8,2,23.8,0.0
660,163,11,1,10.32,0.0
661,163,6,2,24.22,0.0
662,163,22,3,16.56,0.0
663,164,5,1,11.32,0.0
664,164,135,2,17.22,0.0
665,164,12,3,12.04,0.0
666,164,237,1,22.09,0.0
667,164,22,3,16.56,0.0
668,164,31,3,7.89,0.0
669,165,19,1,7.1,0.0
670,165,180,4,21.11,0.0
671,166,24,1,6.46,0.0
672,166,113,2,4.94,0.0
673,166,27,3,24.04,0.0
674,167,164,2,11.63,0.0
675,167,20,1,19.92,0.0
676,167,236,3,2.47,0.0
677,167,23,3,14.2,0.0
678,168,103,1,23.09,0.0
679,168,7,2,5.95,0.0
680,168,19,1,7.1,0.0
681,168,153,1,7.5,0.0
682,168,158,3,17.6,1.76
683,169,133,3,18.99,0.0
684,169,6,2,24.22,0.0
685,169,8,1,23.8,0.0
686,169,41,2,17.67,0.0
687,169,22,1,16.56,0.0
688,169,31,1,7.89,0.0
689,170,60,3,24.48,0.0
690,170,23,1,14.2,0.0
691,171,224,2,8.7,0.0
692,171,73,2,24.03,0.0
693,171,234,2,20.09,0.0
694,171,23,1,14.2,0.0
695,172,187,2,11.12,0.0
696,172,237,3,22.09,0.0
697,172,143,1,22.76,0.0
698,172,117,3,22.99,0.0
699,172,27,1,24.04,0.0
700,173,34,1,19.46,0.0
701,173,6,3,24.22,0.0
702,173,39,2,14.97,0.0
703,173,137,3,16.21,1.62
704,173,49,3,12.79,0.0
705,174,242,1,10.21,0.0
706,174,26,2,10.08,1.01
707,174,36,1,23.88,0.0
708,175,33,2,5.52,0.0
709,175,13,2,4.43,0.0
710,175,21,3,3.76,0.0
711,175,27,3,24.04,0.0
712,175,189,3,10.88,0.0
713,176,9,3,12.58,0.0
714,176,3,3,16.72,0.0
715,176,17,3,22.02,0.0
716,177,40,1,15.33,0.0
717,177,2,2,11.3,0.0
718,177,27,3,24.04,0.0
719,177,30,3,4.36,0.0
720,178,67,3,2.94,0.0
721,178,35,2,3.73,0.0
722,178,14,3,12.02,0.0
723,178,20,1,19.92,0.0
724,178,27,2,24.04,2.4
725,179,192,3,9.33,0.0
726,179,16,3,3.81,0.0
727,179,18,2,19.15,0.0
728,180,234,3,20.09,0.0
729,180,12,3,12.04,0.0
730,180,14,1,12.02,0.0
731,180,23,2,14.2,0.0
732,180,26,3,10.08,0.0
733,180,30,2,4.36,0.44
734,181,16,2,3.81,0.0
735,181,11,2,10.32,0.0
736,181,208,3,23.63,0.0
737,182,1,1,11.87,0.0
738,182,238,2,3.0,0.0
739,182,21,2,3.76,0.0
740,182,22,3,16.56,1.66
741,182,28,2,16.85,0.0
742,182,29,1,5.4,0.0
743,183,38,2,12.67,0.0
744,183,77,1,24.59,0.0
745,183,14,3,12.02,0.0
746,183,246,2,4.38,0.0
747,183,28,1,16.85,0.0
748,183,31,1,7.89,0.0
749,184,40,1,15.33,0.0
750,184,2,2,11.3,0.0
751,184,22,2,16.56,0.0
752,184,47,1,9.27,0.0
753,185,9,2,12.58,0.0
754,185,35,1,3.73,0.0
755,185,60,2,24.48,0.0
756,185,21,3,3.76,0.0
757,186,16,2,3.81,0.0
758,186,35,1,3.73,0.0
759,186,189,3,10.88,0.0
760,187,29,1,5.4,0.0
761,187,5,2,11.32,0.0
762,187,39,1,14.97,0.0
763,187,7,1,5.95,0.0
764,188,34,3,19.46,0.0
765,188,27,3,24.04,0.0
766,188,108,2,18.3,0.0
767,188,38,2,12.67,0.0
768,189,3,3,16.72,0.0
769,189,6,1,24.22,0.0
770,189,239,3,10.9,0.0
771,189,27,3,24.04,0.0
772,189,31,2,7.89,0.0
773,190,196,3,5.36,0.0
774,190,12,2,12.04,1.2
775,190,21,3,3.76,0.0
776,190,29,3,5.4,0.0
777,190,31,3,7.89,0.0
778,191,24,1,6.46,0.0
779,191,73,2,24.03,0.0
780,191,185,2,23.4,2.34
781,192,10,2,17.86,0.0
782,192,83,1,14.05,0.0
783,193,160,3,12.13,1.21
784,193,26,2,10.08,0.0
785,193,99,3,15.86,0.0
786,193,6,1,24.22,0.0
787,194,18,3,19.15,0.0
788,194,26,2,10.08,0.0
789,194,238,1,3.0,0.0
790,194,7,1,5.95,0.0
791,195,138,2,15.74,0.0
792,195,34,3,19.46,0.0
793,195,6,2,24.22,0.0
794,195,15,3,11.21,0.0
795,196,32,3,5.99,0.0
796,196,235,1,13.68,0.0
797,196,21,1,3.76,0.0
798,196,247,3,15.38,0.0
799,196,26,1,10.08,1.01
800,196,191,1,7.16,0.0
801,197,1,3,11.87,0.0
802,197,33,1,5.52,0.0
803,197,6,1,24.22,0.0
804,197,40,3,15.33,0.0
805,197,204,2,22.83,0.0
806,198,240,1,10.59,0.0
807,198,91,1,16.51,0.0
808,198,156,3,22.79,0.0
809,199,38,2,12.67,1.27
810,199,41,3,17.67,0.0
811,199,30,2,4.36,0.0
812,200,19,1,7.1,0.0
813,200,13,1,4.43,0.0
814,201,122,1,9.1,0.0
815,201,12,2,12.04,0.0
816,202,234,2,20.09,0.0
817,202,19,1,7.1,0.0
818,203,9,1,12.58,0.0
819,203,36,3,23.88,0.0
820,203,236,3,2.47,0.0
821,203,57,1,10.48,0.0
822,204,2,3,11.3,0.0
823,204,18,2,19.15,0.0
824,204,116,3,24.93,0.0
825,204,20,3,19.92,0.0
826,204,248,1,19.4,0.0
827,205,225,2,2.04,0.0
828,205,34,2,19.46,0.0
829,205,40,2,15.33,0.0
830,205,9,1,12.58,1.26
831,205,26,1,10.08,0.0
832,206,68,1,22.91,2.29
833,206,13,3,4.43,0.0
834,206,16,2,3.81,0.0
835,206,87,2,10.91,1.09
836,206,152,3,7.38,0.0
837,206,90,2,3.2,0.0
838,207,3,1,16.72,0.0
839,207,5,3,11.32,0.0
840,207,17,1,22.02,0.0
841,207,53,1,10.09,1.01
842,207,29,1,5.4,0.0
843,207,31,1,7.89,0.79
844,208,4,1,8.66,0.0
845,208,36,2,23.88,0.0
846,208,39,3,14.97,0.0
847,208,10,1,17.86,0.0
848,208,20,3,19.92,1.99
849,209,73,2,24.03,0.0
850,209,98,3,24.18,0.0
851,209,118,1,4.15,0.0
852,209,23,3,14.2,0.0
853,210,34,3,19.46,0.0
854,210,37,3,16.44,0.0
855,210,86,3,23.11,0.0
856,210,214,3,7.48,0.0
857,210,120,1,13.7,0.0
858,210,247,2,15.38,0.0
859,211,20,3,19.92,0.0
860,211,31,1,7.89,0.0
861,212,225,1,2.04,0.0
862,212,11,1,10.32,0.0
863,212,20,2,19.92,0.0
864,212,22,1,16.56,0.0
865,212,30,2,4.36,0.44
866,213,9,1,12.58,1.26
867,213,60,2,24.48,0.0
868,213,14,2,12.02,0.0
869,214,4,3,8.66,0.0
870,214,84,1,16.03,0.0
871,215,3,3,16.72,0.0
