sale_id,store_id,customer_id,employee_id,sale_datetime,payment_method
198,1,537,7,2026-02-10 19:00:00,Cash
199,4,56,65,2026-02-11 17:00:00,Debit
200,4,170,77,2026-02-12 15:00:00,Credit
201,3,83,50,2026-03-06 13:00:00,Credit
202,4,569,74,2026-05-24 13:00:00,Credit
203,2,404,29,2026-04-16 17:00:00,Debit
204,3,99,57,2026-07-23 13:00:00,Credit
205,2,290,44,2026-07-13 17:00:00,Cash
206,4,501,63,2026-06-18 09:00:00,Credit
207,4,349,63,2026-03-08 13:00:00,Cash
208,3,142,60,2026-04-03 17:00:00,Credit
209,1,670,6,2026-04-03 13:00:00,Debit
210,1,36,9,2026-04-22 19:00:00,Debit
211,1,477,3,2026-04-17 19:00:00,Debit
212,3,13,50,2026-02-28 15:00:00,Debit
213,1,498,21,2026-05-22 15:00:00,Cash
214,2,650,26,2026-07-10 15:00:00,Cash
215,4,485,73,2026-07-17 13:00:00,Cash
216,5,545,91,2026-02-06 19:00:00,Cash
217,1,203,17,2026-01-23 17:00:00,Cash
218,4,41,66,2026-05-02 15:00:00,Debit
219,2,259,36,2026-01-20 17:00:00,Debit
220,3,184,54,2026-06-01 17:00:00,Debit
221,2,611,26,2026-05-10 17:00:00,Debit
222,4,87,66,2026-05-13 13:00:00,Credit
223,4,354,77,2026-06-14 19:00:00,Cash
224,3,537,59,2026-07-27 19:00:00,Credit
225,1,654,4,2026-04-05 17:00:00,Debit
226,2,310,36,2026-06-11 19:00:00,Debit
227,1,82,14,2026-07-09 17:00:00,Credit
228,4,553,70,2026-05-10 17:00:00,Cash
229,4,448,71,2026-04-16 13:00:00,Cash
230,3,620,57,2026-03-17 17:00:00,Credit
231,3,425,49,2026-03-14 13:00:00,Debit
232,2,227,30,2026-06-21 13:00:00,Credit
233,3,624,59,2026-03-20 13:00:00,Cash
234,2,572,23,2026-06-18 15:00:00,Debit
235,2,511,29,2026-04-15 11:00:00,Cash
236,3,677,47,2026-06-09 15:00:00,Cash
237,2,543,34,2026-07-03 13:00:00,Debit
238,2,160,42,2026-04-22 15:00:00,Cash
239,1,24,10,2026-04-14 15:00:00,Cash
240,4,135,75,2026-07-13 19:00:00,Cash
241,5,114,88,2026-02-13 13:00:00,Credit
242,4,564,76,2026-06-24 19:00:00,Debit
243,4,372,66,2026-04-20 13:00:00,Cash
244,4,515,75,2026-07-25 17:00:00,Credit
245,4,461,68,2026-05-15 13:00:00,Credit
246,2,476,43,2026-01-27 13:00:00,Credit
247,3,429,58,2026-02-19 17:00:00,Credit
248,3,516,47,2026-06-05 17:00:00,Cash
249,2,256,28,2026-04-01 13:00:00,Cash
250,3,616,57,2026-06-12 09:00:00,Cash
251,2,246,28,2026-03-06 15:00:00,Debit
252,5,67,79,2026-07-11 11:00:00,Credit
253,2,248,28,2026-05-22 17:00:00,Debit
254,2,164,30,2026-02-20 19:00:00,Debit
255,4,694,76,2026-01-24 09:00:00,Cash
256,5,267,82,2026-07-03 17:00:00,Cash
257,4,450,78,2026-06-18 17:00:00,Cash
258,1,41,12,2026-07-27 19:00:00,Debit
259,3,128,48,2026-05-21 15:00:00,Credit
260,4,115,68,2026-06-19 17:00:00,Debit
261,2,216,31,2026-04-08 19:00:00,Credit
262,2,504,30,2026-06-15 19:00:00,Debit
263,2,265,41,2026-06-11 17:00:00,Debit
264,3,27,52,2026-06-05 15:00:00,Debit
265,2,163,41,2026-06-10 19:00:00,Cash
266,2,132,27,2026-06-22 13:00:00,Cash
267,2,217,41,2026-04-21 13:00:00,Debit
268,1,530,13,2026-01-12 17:00:00,Debit
269,3,602,61,2026-02-12 17:00:00,Debit
270,2,538,38,2026-04-16 17:00:00,Credit
271,2,351,30,2026-04-22 19:00:00,Debit
272,1,123,21,2026-02-20 17:00:00,Credit
273,2,537,30,2026-05-21 19:00:00,Cash
274,1,338,17,2026-06-13 17:00:00,Credit
275,2,82,24,2026-07-28 17:00:00,Debit
276,2,188,43,2026-03-09 19:00:00,Credit
277,1,624,9,2026-06-06 09:00:00,Cash
278,2,66,27,2026-06-24 19:00:00,Cash
279,2,596,38,2026-03-08 17:00:00,Debit
280,1,650,3,2026-07-02 13:00:00,Credit
281,2,556,41,2026-05-16 11:00:00,Credit
282,3,115,59,2026-04-01 17:00:00,Cash
283,1,1,9,2026-07-20 17:00:00,Debit
284,3,495,61,2026-05-06 13:00:00,Debit
285,5,350,87,2026-04-28 15:00:00,Cash
286,2,187,38,2026-04-15 11:00:00,Credit
287,2,184,25,2026-07-16 15:00:00,Debit
288,3,654,62,2026-02-28 15:00:00,Credit
289,1,514,10,2026-02-08 13:00:00,Debit
290,4,625,69,2026-05-22 13:00:00,Cash
291,3,176,50,2026-04-07 17:00:00,Cash
292,3,670,58,2026-04-17 19:00:00,Cash
293,2,311,34,2026-07-16 19:00:00,Credit
294,2,461,32,2026-06-27 17:00:00,Debit
295,2,414,24,2026-06-01 17:00:00,Debit
296,2,20,29,2026-07-15 17:00:00,Credit
297,3,330,58,2026-03-27 13:00:00,Debit
298,2,633,39,2026-05-07 19:00:00,Debit
299,4,492,78,2026-02-08 11:00:00,Credit
300,4,287,75,2026-04-23 15:00:00,Credit
301,1,449,10,2026-06-09 15:00:00,Credit
302,2,424,27,2026-07-03 13:00:00,Credit
303,3,252,55,2026-05-18 11:00:00,Cash
304,2,299,23,2026-06-18 15:00:00,Credit
305,4,322,74,2026-01-26 17:00:00,Debit
306,4,472,74,2026-03-11 15:00:00,Debit
307,1,24,5,2026-07-09 13:00:00,Credit
308,3,50,61,2026-05-26 15:00:00,Credit
309,5,33,89,2026-05-01 17:00:00,Cash
310,2,78,41,2026-05-21 09:00:00,Credit
311,5,526,81,2026-07-18 11:00:00,Cash
312,5,442,87,2026-06-07 17:00:00,Debit
313,2,339,25,2026-07-24 11:00:00,Credit
314,3,443,45,2026-04-17 17:00:00,Debit
315,2,9,30,2026-01-27 15:00:00,Debit
316,2,335,40,2026-03-08 17:00:00,Debit
317,3,364,49,2026-03-27 17:00:00,Credit
318,4,547,64,2026-03-06 11:00:00,Credit
319,2,236,44,2026-07-11 19:00:00,Credit
320,1,223,12,2026-02-09 13:00:00,Credit
321,1,385,1,2026-07-15 11:00:00,Debit
322,4,458,77,2026-07-07 15:00:00,Debit
323,1,96,6,2026-07-19 19:00:00,Cash
324,5,215,82,2026-06-04 11:00:00,Debit
325,4,216,65,2026-04-11 15:00:00,Cash
326,2,17,23,2026-03-04 19:00:00,Debit
327,4,370,72,2026-04-28 11:00:00,Credit
328,2,87,43,2026-07-10 13:00:00,Cash
329,4,282,73,2026-07-01 19:00:00,Credit
330,1,532,5,2026-03-19 09:00:00,Credit
331,3,215,54,2026-06-02 17:00:00,Debit
332,3,532,49,2026-07-14 11:00:00,Cash
333,4,113,68,2026-06-12 19:00:00,Credit
334,2,272,42,2026-04-21 13:00:00,Debit
335,1,36,5,2026-01-01 19:00:00,Debit
336,1,174,6,2026-04-20 17:00:00,Credit
337,1,68,4,2026-07-03 15:00:00,Debit
338,2,618,43,2026-04-18 15:00:00,Credit
339,2,673,40,2026-05-09 11:00:00,Debit
340,5,585,85,2026-06-04 15:00:00,Credit
341,1,85,4,2026-02-05 13:00:00,Cash
342,2,257,28,2026-07-04 13:00:00,Cash
343,3,533,61,2026-04-15 17:00:00,Cash
344,5,384,83,2026-03-05 13:00:00,Cash
345,4,395,64,2026-07-24 19:00:00,Credit
346,5,244,84,2026-01-21 09:00:00,Debit
347,2,193,43,2026-05-16 19:00:00,Cash
348,2,559,37,2026-07-15 17:00:00,Credit
349,4,346,68,2026-06-17 19:00:00,Debit
350,2,680,26,2026-07-25 17:00:00,Cash
351,4,375,76,2026-06-09 09:00:00,Cash
352,1,469,4,2026-05-04 13:00:00,Credit
353,2,464,36,2026-04-28 13:00:00,Cash
354,5,187,91,2026-02-28 19:00:00,Cash
355,1,204,12,2026-07-08 17:00:00,Cash
356,3,49,62,2026-02-28 15:00:00,Debit
357,2,163,26,2026-06-17 11:00:00,Cash
358,1,156,18,2026-06-20 13:00:00,Cash
359,2,411,32,2026-03-02 19:00:00,Debit
360,5,140,88,2026-07-16 15:00:00,Credit
361,1,628,20,2026-06-22 13:00:00,Credit
362,1,165,8,2026-04-05 15:00:00,Debit
363,4,255,74,2026-06-13 17:00:00,Credit
364,1,127,19,2026-07-05 19:00:00,Cash
365,1,336,1,2026-05-22 13:00:00,Cash
366,1,613,16,2026-04-04 17:00:00,Credit
367,3,625,59,2026-04-04 17:00:00,Credit
368,1,279,2,2026-07-24 13:00:00,Debit
369,4,600,68,2026-03-21 15:00:00,Cash
370,3,536,48,2026-07-25 13:00:00,Credit
371,5,248,94,2026-06-20 19:00:00,Cash
372,5,287,87,2026-04-21 11:00:00,Debit
373,3,366,47,2026-04-22 19:00:00,Credit
374,1,227,19,2026-07-08 17:00:00,Debit
375,3,500,62,2026-02-25 19:00:00,Cash
376,4,684,75,2026-04-17 19:00:00,Credit
377,3,101,48,2026-06-26 17:00:00,Credit
378,5,619,92,2026-03-19 17:00:00,Debit
379,3,472,61,2026-01-21 17:00:00,Credit
380,5,443,79,2026-07-21 17:00:00,Credit
381,2,423,23,2026-01-11 11:00:00,Cash
382,2,353,34,2026-07-12 19:00:00,Credit
383,2,651,31,2026-07-11 15:00:00,Credit
384,1,411,12,2026-07-18 17:00:00,Credit
385,4,552,70,2026-07-11 13:00:00,Debit
386,4,416,73,2026-02-24 11:00:00,Cash
387,2,498,34,2026-03-13 13:00:00,Debit
388,4,173,73,2026-07-25 11:00:00,Credit
389,1,574,10,2026-05-17 17:00:00,Cash
390,2,96,25,2026-04-23 09:00:00,Cash
391,3,150,55,2026-07-13 19:00:00,Cash
392,2,301,42,2026-02-13 11:00:00,Cash
393,5,42,86,2026-04-08 15:00:00,Cash
394,1,225,8,2026-07-01 15:00:00,Credit
395,2,250,23,2026-07-05 09:00:00,Cash
396,2,582,29,2026-05-18 17:00:00,Debit
397,1,397,9,2026-05-13 17:00:00,Cash
398,4,380,74,2026-04-26 13:00:00,Credit
399,2,253,40,2026-04-23 11:00:00,Cash
400,1,488,18,2026-07-26 19:00:00,Debit
401,1,661,18,2026-07-08 17:00:00,Credit
402,2,449,38,2026-05-02 15:00:00,Cash
403,2,460,40,2026-07-06 09:00:00,Cash
404,1,66,22,2026-04-28 17:00:00,Debit
405,1,29,20,2026-06-19 13:00:00,Debit
406,2,221,44,2026-06-05 19:00:00,Debit
407,2,584,39,2026-06-10 13:00:00,Debit
408,1,7,20,2026-05-22 17:00:00,Credit
409,3,73,47,2026-04-04 17:00:00,Cash
410,2,616,28,2026-02-07 13:00:00,Credit
411,1,92,4,2026-07-24 11:00:00,Debit
412,2,391,38,2026-07-13 19:00:00,Credit
413,4,441,71,2026-03-10 13:00:00,Debit
414,1,663,21,2026-03-07 13:00:00,Credit
415,2,621,24,2026-06-17 13:00:00,Cash
416,1,542,1,2026-04-06 09:00:00,Credit
417,2,577,34,2026-04-26 19:00:00,Credit
418,5,549,85,2026-03-20 15:00:00,Debit
419,1,588,6,2026-06-05 17:00:00,Debit
420,3,456,45,2026-07-06 15:00:00,Cash
421,1,320,10,2026-05-26 19:00:00,Credit
422,2,103,38,2026-03-17 11:00:00,Credit
423,3,675,62,2026-07-11 19:00:00,Debit
424,4,347,70,2026-07-22 17:00:00,Debit
425,1,414,2,2026-07-16 11:00:00,Debit
426,1,676,19,2026-07-16 19:00:00,Credit
427,4,540,75,2026-02-21 13:00:00,Cash
428,3,203,54,2026-03-05 15:00:00,Cash
429,2,504,26,2026-05-03 15:00:00,Debit
430,2,295,44,2026-06-10 15:00:00,Cash
431,1,315,19,2026-07-07 19:00:00,Cash
432,5,50,79,2026-05-21 13:00:00,Credit
433,5,54,92,2026-04-12 19:00:00,Cash
434,2,46,29,2026-07-17 13:00:00,Credit
435,2,75,29,2026-03-08 17:00:00,Debit
436,1,391,7,2026-06-01 09:00:00,Cash
437,1,339,6,2026-04-08 17:00:00,Debit
438,4,160,67,2026-04-27 15:00:00,Cash
439,2,642,32,2026-06-14 17:00:00,Credit
440,5,11,92,2026-06-09 15:00:00,Debit
441,2,500,31,2026-07-07 19:00:00,Cash
442,1,460,5,2026-06-02 17:00:00,Cash
443,3,501,47,2026-01-04 11:00:00,Credit
444,2,698,35,2026-02-24 13:00:00,Debit
445,2,123,35,2026-03-19 13:00:00,Credit
446,5,531,80,2026-05-16 13:00:00,Debit
447,2,189,25,2026-02-02 19:00:00,Cash
448,4,147,77,2026-03-20 13:00:00,Cash
449,4,194,69,2026-06-17 17:00:00,Cash
450,2,257,28,2026-05-05 13:00:00,Debit
451,2,157,32,2026-07-02 15:00:00,Cash
452,1,450,1,2026-03-07 13:00:00,Debit
453,1,165,5,2026-03-17 13:00:00,Cash
454,5,531,79,2026-01-22 09:00:00,Cash
455,4,147,66,2026-06-11 13:00:00,Cash
456,1,397,19,2026-04-19 09:00:00,Credit
457,4,76,63,2026-06-02 17:00:00,Cash
458,4,290,75,2026-05-19 17:00:00,Debit
459,5,354,93,2026-03-16 17:00:00,Debit
460,5,230,83,2026-02-18 19:00:00,Debit
461,3,165,56,2026-03-13 19:00:00,Cash
462,1,421,18,2026-07-05 09:00:00,Credit
463,5,416,92,2026-02-21 13:00:00,Debit
464,2,346,33,2026-05-13 15:00:00,Cash
465,2,196,41,2026-06-07 13:00:00,Credit
466,5,475,92,2026-06-26 17:00:00,Debit
467,3,556,59,2026-03-05 15:00:00,Debit
468,5,53,85,2026-07-28 17:00:00,Credit
469,2,530,36,2026-07-22 15:00:00,Credit
470,5,684,84,2026-01-07 15:00:00,Debit
471,5,412,85,2026-06-25 11:00:00,Credit
472,2,499,33,2026-05-28 17:00:00,Cash
473,5,37,82,2026-06-24 17:00:00,Credit
474,1,340,3,2026-01-28 19:00:00,Debit
475,5,219,88,2026-04-24 11:00:00,Credit
476,2,458,38,2026-07-19 19:00:00,Debit
477,3,164,49,2026-04-04 19:00:00,Credit
478,2,576,40,2026-05-20 15:00:00,Cash
479,2,256,26,2026-07-23 19:00:00,Cash
480,5,139,91,2026-07-04 17:00:00,Debit
481,2,372,37,2026-02-01 17:00:00,Cash
482,2,688,41,2026-05-01 19:00:00,Debit
483,4,139,72,2026-07-12 09:00:00,Cash
484,2,202,43,2026-02-26 19:00:00,Debit
485,2,618,38,2026-07-26 11:00:00,Credit
486,3,259,51,2026-06-06 13:00:00,Cash
487,2,171,24,2026-05-01 15:00:00,Cash
488,1,346,2,2026-04-15 19:00:00,Debit
489,4,341,64,2026-06-15 17:00:00,Credit
490,4,20,72,2026-07-01 17:00:00,Debit
491,1,689,9,2026-05-13 09:00:00,Cash
492,2,435,36,2026-04-17 19:00:00,Cash
493,2,198,38,2026-07-24 13:00:00,Debit
494,2,683,33,2026-07-22 11:00:00,Cash
495,5,110,86,2026-01-05 19:00:00,Credit
496,1,90,3,2026-01-19 19:00:00,Credit
497,4,633,65,2026-06-11 19:00:00,Credit
498,3,339,48,2026-07-15 17:00:00,Cash
499,1,84,6,2026-06-07 19:00:00,Credit
500,3,239,51,2026-02-14 19:00:00,Credit
501,3,488,51,2026-04-21 15:00:00,Cash
502,5,693,80,2026-06-06 15:00:00,Debit
503,1,270,5,2026-01-06 19:00:00,Cash
504,2,78,29,2026-03-04 17:00:00,Credit
505,4,651,72,2026-06-08 11:00:00,Cash
506,2,354,30,2026-06-07 15:00:00,Cash
507,1,166,3,2026-07-22 13:00:00,Credit
508,1,441,3,2026-04-24 09:00:00,Cash
509,4,691,65,2026-06-01 19:00:00,Debit
510,3,621,47,2026-07-12 17:00:00,Cash
511,2,492,34,2026-07-15 13:00:00,Debit
512,2,195,30,2026-05-18 19:00:00,Cash
513,1,473,11,2026-06-14 15:00:00,Debit
514,2,395,36,2026-07-15 11:00:00,Credit
515,4,648,67,2026-07-13 19:00:00,Debit
516,2,177,27,2026-05-27 17:00:00,Cash
517,5,154,87,2026-03-01 15:00:00,Debit
518,1,563,9,2026-05-06 13:00:00,Credit
519,1,164,16,2026-06-16 15:00:00,Cash
520,1,489,20,2026-07-03 19:00:00,Debit
521,1,427,16,2026-05-16 19:00:00,Credit
522,5,634,92,2026-06-11 17:00:00,Cash
523,1,383,5,2026-02-10 13:00:00,Debit
524,2,428,30,2026-05-01 15:00:00,Credit
525,5,650,94,2026-06-28 19:00:00,Debit
526,2,131,33,2026-05-11 17:00:00,Cash
527,2,243,30,2026-07-23 17:00:00,Debit
528,2,98,35,2026-07-11 15:00:00,Credit
529,3,273,47,2026-02-16 15:00:00,Debit
530,2,147,34,2026-03-25 13:00:00,Credit
531,2,636,38,2026-03-01 13:00:00,Cash
532,1,322,20,2026-03-11 15:00:00,Cash
533,1,612,20,2026-07-07 19:00:00,Credit
534,2,517,32,2026-01-07 15:00:00,Credit
535,4,306,71,2026-04-27 19:00:00,Credit
536,1,432,3,2026-01-21 17:00:00,Debit
537,2,392,40,2026-07-05 15:00:00,Credit
538,3,467,53,2026-06-04 19:00:00,Credit
539,3,331,45,2026-05-06 17:00:00,Credit
540,1,323,13,2026-04-16 13:00:00,Cash
541,1,335,20,2026-05-11 15:00:00,Credit
542,3,524,46,2026-04-25 17:00:00,Cash
543,3,144,49,2026-02-03 19:00:00,Credit
544,2,369,34,2026-07-08 11:00:00,Debit
545,1,559,2,2026-04-03 15:00:00,Cash
546,2,92,29,2026-07-23 11:00:00,Debit
547,1,246,2,2026-06-28 13:00:00,Cash
548,3,231,60,2026-01-21 19:00:00,Credit
549,1,141,17,2026-06-05 19:00:00,Debit
550,2,523,32,2026-06-22 15:00:00,Debit
551,1,42,7,2026-06-14 17:00:00,Cash
552,1,83,19,2026-03-16 09:00:00,Debit
553,2,550,23,2026-07-13 13:00:00,Cash
554,4,398,68,2026-03-18 13:00:00,Credit
555,4,267,75,2026-03-07 13:00:00,Credit
556,3,668,61,2026-05-15 17:00:00,Debit
557,1,211,7,2026-02-13 19:00:00,Cash
